pitch,a,h,T
4,0.6,1.5,0.68481 
4,0.6,2,0.65470 
4,0.6,2.5,0.68976 
4,0.7,0.5,0.98319 
4,0.7,1,0.96832 
4,0.7,1.5,0.93341 
4,0.7,2,0.86774 
4,0.7,2.5,0.78361 
4,0.8,0.5,0.85216 
4,0.8,1,0.86755 
4,0.8,1.5,0.89330 
4,0.8,2,0.92829 
4,0.8,2.5,0.97185 
4,0.9,0.5,0.65195 
4,0.9,1,0.65323 
4,0.9,1.5,0.65491 
4,0.9,2,0.65836 
4,0.9,2.5,0.66542 
4.5,0.1,0.5,0.68061 
4.5,0.1,1,0.68172 
4.5,0.1,1.5,0.68414 
4.5,0.1,2,0.68531 
4.5,0.1,2.5,0.68541 
4.5,0.2,0.5,0.64100 
4.5,0.2,1,0.64726 
4.5,0.2,1.5,0.65590 
4.5,0.2,2,0.67466 
4.5,0.2,2.5,0.71674 
4.5,0.3,0.5,0.73623 
4.5,0.3,1,0.70776 
4.5,0.3,1.5,0.67128 
4.5,0.3,2,0.65342 
4.5,0.3,2.5,0.69485 
4.5,0.4,0.5,0.89956 
4.5,0.4,1,0.88809 
4.5,0.4,1.5,0.83297 
4.5,0.4,2,0.74547 
4.5,0.4,2.5,0.67576 
4.5,0.5,0.5,0.75494 
4.5,0.5,1,0.79675 
4.5,0.5,1.5,0.86211 
4.5,0.5,2,0.90593 
4.5,0.5,2.5,0.80404 
4.5,0.6,0.5,0.64017 
4.5,0.6,1,0.64340 
4.5,0.6,1.5,0.66406 
4.5,0.6,2,0.72257 
4.5,0.6,2.5,0.85076 
4.5,0.7,0.5,0.78176 
4.5,0.7,1,0.75519 
4.5,0.7,1.5,0.71626 
4.5,0.7,2,0.67420 
4.5,0.7,2.5,0.66668 
4.5,0.8,0.5,0.96643 
4.5,0.8,1,0.96928 
4.5,0.8,1.5,0.96971 
4.5,0.8,2,0.95942 
4.5,0.8,2.5,0.92926 
4.5,0.9,0.5,0.71481 
4.5,0.9,1,0.71905 
4.5,0.9,1.5,0.72457 
4.5,0.9,2,0.73357 
4.5,0.9,2.5,0.74846 
5,0.1,0.5,0.68967 
5,0.1,1,0.68465 
5,0.1,1.5,0.68052 
5,0.1,2,0.66807 
5,0.1,2.5,0.64831 
5,0.2,0.5,0.74229 
5,0.2,1,0.74864 
5,0.2,1.5,0.75233 
5,0.2,2,0.74176 
5,0.2,2.5,0.68795 
5,0.3,0.5,0.64956 
5,0.3,1,0.65564 
5,0.3,1.5,0.68953 
5,0.3,2,0.73892 
5,0.3,2.5,0.76500 
5,0.4,0.5,0.74169 
5,0.4,1,0.70275 
5,0.4,1.5,0.65996 
5,0.4,2,0.65572 
5,0.4,2.5,0.74802 
5,0.5,0.5,0.95329 
5,0.5,1,0.93974 
5,0.5,1.5,0.87486 
5,0.5,2,0.75850 
5,0.5,2.5,0.68284 
5,0.6,0.5,0.74335 
5,0.6,1,0.78384 
5,0.6,1.5,0.86146 
5,0.6,2,0.94304 
5,0.6,2.5,0.89635 
5,0.7,0.5,0.64785 
5,0.7,1,0.64221 
5,0.7,1.5,0.64302 
5,0.7,2,0.66472 
5,0.7,2.5,0.75298 
5,0.8,0.5,0.86327 
5,0.8,1,0.84843 
5,0.8,1.5,0.82241 
5,0.8,2,0.78412 
5,0.8,2.5,0.74116 
5,0.9,0.5,0.80863 
5,0.9,1,0.81344 
5,0.9,1.5,0.82129 
5,0.9,2,0.83330 
5,0.9,2.5,0.85032 
5.5,0.1,0.5,0.63982 
5.5,0.1,1,0.64371 
5.5,0.1,1.5,0.64548 
5.5,0.1,2,0.65153 
5.5,0.1,2.5,0.66996 
5.5,0.2,0.5,0.73036 
5.5,0.2,1,0.71195 
5.5,0.2,1.5,0.68331 
5.5,0.2,2,0.65905 
5.5,0.2,2.5,0.66051 
5.5,0.3,0.5,0.79500 
5.5,0.3,1,0.81083 
5.5,0.3,1.5,0.81409 
5.5,0.3,2,0.76660 
5.5,0.3,2.5,0.67463 
5.5,0.4,0.5,0.64194 
5.5,0.4,1,0.66055 
5.5,0.4,1.5,0.71426 
5.5,0.4,2,0.79878 
5.5,0.4,2.5,0.79528 
5.5,0.5,0.5,0.78096 
5.5,0.5,1,0.73030 
5.5,0.5,1.5,0.67049 
5.5,0.5,2,0.65283 
5.5,0.5,2.5,0.76160 
5.5,0.6,0.5,0.96912 
5.5,0.6,1,0.98397 
5.5,0.6,1.5,0.95805 
5.5,0.6,2,0.84650 
5.5,0.6,2.5,0.71603 
5.5,0.7,0.5,0.68340 
5.5,0.7,1,0.70667 
5.5,0.7,1.5,0.75567 
5.5,0.7,2,0.84623 
5.5,0.7,2.5,0.96010 
5.5,0.8,0.5,0.70346 
5.5,0.8,1,0.69242 
5.5,0.8,1.5,0.67564 
5.5,0.8,2,0.65766 
5.5,0.8,2.5,0.65300 
5.5,0.9,0.5,0.86269 
5.5,0.9,1,0.86502 
5.5,0.9,1.5,0.86910 
5.5,0.9,2,0.87412 
5.5,0.9,2.5,0.88026 
6,0.1,0.5,0.69759 
6,0.1,1,0.69793 
6,0.1,1.5,0.69772 
6,0.1,2,0.69283 
6,0.1,2.5,0.67470 
6,0.2,0.5,0.64016 
6,0.2,1,0.64794 
6,0.2,1.5,0.66410 
6,0.2,2,0.69129 
6,0.2,2.5,0.72561 
6,0.3,0.5,0.78982 
6,0.3,1,0.74571 
6,0.3,1.5,0.68683 
6,0.3,2,0.65387 
6,0.3,2.5,0.70125 
6,0.4,0.5,0.79955 
6,0.4,1,0.84771 
6,0.4,1.5,0.87452 
6,0.4,2,0.79879 
6,0.4,2.5,0.68135 
6,0.5,0.5,0.64149 
6,0.5,1,0.64722 
6,0.5,1.5,0.69025 
6,0.5,2,0.80047 
6,0.5,2.5,0.85634 
6,0.6,0.5,0.87942 
6,0.6,1,0.82170 
6,0.6,1.5,0.73267 
6,0.6,2,0.66036 
6,0.6,2.5,0.70009 
6,0.7,0.5,0.87492 
6,0.7,1,0.91579 
6,0.7,1.5,0.97204 
6,0.7,2,0.99593 
6,0.7,2.5,0.90067 
6,0.8,0.5,0.63984 
6,0.8,1,0.64048 
6,0.8,1.5,0.64491 
6,0.8,2,0.66072 
6,0.8,2.5,0.70734 
6,0.9,0.5,0.81985 
6,0.9,1,0.81784 
6,0.9,1.5,0.81444 
6,0.9,2,0.80892 
6,0.9,2.5,0.80135 
0.5,0.4,0.5,0.76721 
0.5,0.4,1,0.76586 
0.5,0.4,1.5,0.76336 
0.5,0.4,2,0.75952 
0.5,0.4,2.5,0.74183 
0.5,0.45,0.5,0.76696 
0.5,0.45,1,0.76615 
0.5,0.45,1.5,0.76545 
0.5,0.45,2,0.76436 
0.5,0.45,2.5,0.75174 
0.5,0.5,0.5,0.76318 
0.5,0.5,1,0.76312 
0.5,0.5,1.5,0.76450 
0.5,0.5,2,0.76543 
0.5,0.5,2.5,0.75916 
0.5,0.55,0.5,0.75620 
0.5,0.55,1,0.75790 
0.5,0.55,1.5,0.76037 
0.5,0.55,2,0.76323 
0.5,0.55,2.5,0.76231 
0.5,0.6,0.5,0.74771 
0.5,0.6,1,0.75040 
0.5,0.6,1.5,0.75308 
0.5,0.6,2,0.75701 
0.5,0.6,2.5,0.76034 
0.5,0.65,0.5,0.73788 
0.5,0.65,1,0.74012 
0.5,0.65,1.5,0.74351 
0.5,0.65,2,0.74753 
0.5,0.65,2.5,0.75345 
0.5,0.7,0.5,0.72601 
0.5,0.7,1,0.72768 
0.5,0.7,1.5,0.73079 
0.5,0.7,2,0.73478 
0.5,0.7,2.5,0.74172 
0.5,0.75,0.5,0.71258 
0.5,0.75,1,0.71459 
0.5,0.75,1.5,0.71710 
0.5,0.75,2,0.72015 
0.5,0.75,2.5,0.72675 
0.5,0.8,0.5,0.69858 
0.5,0.8,1,0.70017 
0.5,0.8,1.5,0.70241 
0.5,0.8,2,0.70488 
0.5,0.8,2.5,0.70890 
0.5,0.85,0.5,0.68424 
0.5,0.85,1,0.68573 
0.5,0.85,1.5,0.68650 
0.5,0.85,2,0.68811 
0.5,0.85,2.5,0.69093 
0.55,0.4,0.5,0.79044 
0.55,0.4,1,0.78844 
0.55,0.4,1.5,0.78494 
0.55,0.4,2,0.77886 
0.55,0.4,2.5,0.75418 
0.55,0.45,0.5,0.79088 
0.55,0.45,1,0.78986 
0.55,0.45,1.5,0.78817 
0.55,0.45,2,0.78581 
0.55,0.45,2.5,0.76739 
0.55,0.5,0.5,0.78704 
0.55,0.5,1,0.78713 
0.55,0.5,1.5,0.78790 
0.55,0.5,2,0.78832 
0.55,0.5,2.5,0.77806 
0.55,0.55,0.5,0.77978 
0.55,0.55,1,0.78143 
0.55,0.55,1.5,0.78398 
0.55,0.55,2,0.78656 
0.55,0.55,2.5,0.78355 
0.55,0.6,0.5,0.77009 
0.55,0.6,1,0.77250 
0.55,0.6,1.5,0.77574 
0.55,0.6,2,0.78017 
0.55,0.6,2.5,0.78306 
0.55,0.65,0.5,0.75786 
0.55,0.65,1,0.76066 
0.55,0.65,1.5,0.76436 
0.55,0.65,2,0.76937 
0.55,0.65,2.5,0.77600 
0.55,0.7,0.5,0.74337 
0.55,0.7,1,0.74600 
0.55,0.7,1.5,0.74973 
0.55,0.7,2,0.75441 
0.55,0.7,2.5,0.76264 
0.55,0.75,0.5,0.72759 
0.55,0.75,1,0.73004 
0.55,0.75,1.5,0.73316 
0.55,0.75,2,0.73708 
0.55,0.75,2.5,0.74481 
0.55,0.8,0.5,0.71130 
0.55,0.8,1,0.71291 
0.55,0.8,1.5,0.71521 
0.55,0.8,2,0.71785 
0.55,0.8,2.5,0.72345 
0.55,0.85,0.5,0.69349 
0.55,0.85,1,0.69476 
0.55,0.85,1.5,0.69629 
0.55,0.85,2,0.69822 
0.55,0.85,2.5,0.70136 
0.6,0.4,0.5,0.81354 
0.6,0.4,1,0.81001 
0.6,0.4,1.5,0.80575 
0.6,0.4,2,0.79712 
0.6,0.4,2.5,0.76365 
0.6,0.45,0.5,0.81550 
0.6,0.45,1,0.81343 
0.6,0.45,1.5,0.81132 
0.6,0.45,2,0.80663 
0.6,0.45,2.5,0.78108 
0.6,0.5,0.5,0.81201 
0.6,0.5,1,0.81193 
0.6,0.5,1.5,0.81232 
0.6,0.5,2,0.81124 
0.6,0.5,2.5,0.79546 
0.6,0.55,0.5,0.80455 
0.6,0.55,1,0.80629 
0.6,0.55,1.5,0.80832 
0.6,0.55,2,0.81054 
0.6,0.55,2.5,0.80445 
0.6,0.6,0.5,0.79341 
0.6,0.6,1,0.79640 
0.6,0.6,1.5,0.79987 
0.6,0.6,2,0.80391 
0.6,0.6,2.5,0.80611 
0.6,0.65,0.5,0.77938 
0.6,0.65,1,0.78239 
0.6,0.65,1.5,0.78723 
0.6,0.65,2,0.79257 
0.6,0.65,2.5,0.79944 
0.6,0.7,0.5,0.76259 
0.6,0.7,1,0.76570 
0.6,0.7,1.5,0.77008 
0.6,0.7,2,0.77550 
0.6,0.7,2.5,0.78500 
0.6,0.75,0.5,0.74395 
0.6,0.75,1,0.74666 
0.6,0.75,1.5,0.75015 
0.6,0.75,2,0.75511 
0.6,0.75,2.5,0.76403 
0.6,0.8,0.5,0.72367 
0.6,0.8,1,0.72634 
0.6,0.8,1.5,0.72901 
0.6,0.8,2,0.73274 
0.6,0.8,2.5,0.73932 
0.6,0.85,0.5,0.70366 
0.6,0.85,1,0.70489 
0.6,0.85,1.5,0.70677 
0.6,0.85,2,0.70899 
0.6,0.85,2.5,0.71291 
0.65,0.4,0.5,0.83617 
0.65,0.4,1,0.83167 
0.65,0.4,1.5,0.82528 
0.65,0.4,2,0.81374 
0.65,0.4,2.5,0.77084 
0.65,0.45,0.5,0.83988 
0.65,0.45,1,0.83712 
0.65,0.45,1.5,0.83402 
0.65,0.45,2,0.82622 
0.65,0.45,2.5,0.79225 
0.65,0.5,0.5,0.83694 
0.65,0.5,1,0.83720 
0.65,0.5,1.5,0.83709 
0.65,0.5,2,0.83382 
0.65,0.5,2.5,0.81101 
0.65,0.55,0.5,0.82960 
0.65,0.55,1,0.83188 
0.65,0.55,1.5,0.83346 
0.65,0.55,2,0.83496 
0.65,0.55,2.5,0.82408 
0.65,0.6,0.5,0.81805 
0.65,0.6,1,0.82124 
0.65,0.6,1.5,0.82479 
0.65,0.6,2,0.82909 
0.65,0.6,2.5,0.82900 
0.65,0.65,0.5,0.80188 
0.65,0.65,1,0.80558 
0.65,0.65,1.5,0.81086 
0.65,0.65,2,0.81697 
0.65,0.65,2.5,0.82378 
0.65,0.7,0.5,0.78329 
0.65,0.7,1,0.78651 
0.65,0.7,1.5,0.79139 
0.65,0.7,2,0.79802 
0.65,0.7,2.5,0.80859 
0.65,0.75,0.5,0.76198 
0.65,0.75,1,0.76484 
0.65,0.75,1.5,0.76895 
0.65,0.75,2,0.77513 
0.65,0.75,2.5,0.78503 
0.65,0.8,0.5,0.73909 
0.65,0.8,1,0.74104 
0.65,0.8,1.5,0.74411 
0.65,0.8,2,0.74870 
0.65,0.8,2.5,0.75641 
0.65,0.85,0.5,0.71424 
0.65,0.85,1,0.71619 
0.65,0.85,1.5,0.71804 
0.65,0.85,2,0.72064 
0.65,0.85,2.5,0.72549 
0.7,0.4,0.5,0.85723 
0.7,0.4,1,0.85110 
0.7,0.4,1.5,0.84284 
0.7,0.4,2,0.82743 
0.7,0.4,2.5,0.77456 
0.7,0.45,0.5,0.86364 
0.7,0.45,1,0.85952 
0.7,0.45,1.5,0.85468 
0.7,0.45,2,0.84395 
0.7,0.45,2.5,0.79995 
0.7,0.5,0.5,0.86232 
0.7,0.5,1,0.86174 
0.7,0.5,1.5,0.86041 
0.7,0.5,2,0.85475 
0.7,0.5,2.5,0.82364 
0.7,0.55,0.5,0.85571 
0.7,0.55,1,0.85747 
0.7,0.55,1.5,0.85847 
0.7,0.55,2,0.85854 
0.7,0.55,2.5,0.84173 
0.7,0.6,0.5,0.84294 
0.7,0.6,1,0.84652 
0.7,0.6,1.5,0.85033 
0.7,0.6,2,0.85424 
0.7,0.6,2.5,0.85070 
0.7,0.65,0.5,0.82663 
0.7,0.65,1,0.82977 
0.7,0.65,1.5,0.83575 
0.7,0.65,2,0.84189 
0.7,0.65,2.5,0.84801 
0.7,0.7,0.5,0.80451 
0.7,0.7,1,0.80822 
0.7,0.7,1.5,0.81415 
0.7,0.7,2,0.82128 
0.7,0.7,2.5,0.83280 
0.7,0.75,0.5,0.77957 
0.7,0.75,1,0.78345 
0.7,0.75,1.5,0.78872 
0.7,0.75,2,0.79566 
0.7,0.75,2.5,0.80696 
0.7,0.8,0.5,0.75402 
0.7,0.8,1,0.75637 
0.7,0.8,1.5,0.76000 
0.7,0.8,2,0.76528 
0.7,0.8,2.5,0.77442 
0.7,0.85,0.5,0.72520 
0.7,0.85,1,0.72762 
0.7,0.85,1.5,0.72981 
0.7,0.85,2,0.73316 
0.7,0.85,2.5,0.73871 
0.75,0.4,0.5,0.87435 
0.75,0.4,1,0.86773 
0.75,0.4,1.5,0.85700 
0.75,0.4,2,0.83767 
0.75,0.4,2.5,0.77496 
0.75,0.45,0.5,0.88418 
0.75,0.45,1,0.88031 
0.75,0.45,1.5,0.87267 
0.75,0.45,2,0.85829 
0.75,0.45,2.5,0.80383 
0.75,0.5,0.5,0.88672 
0.75,0.5,1,0.88487 
0.75,0.5,1.5,0.88150 
0.75,0.5,2,0.87307 
0.75,0.5,2.5,0.83269 
0.75,0.55,0.5,0.88097 
0.75,0.55,1,0.88206 
0.75,0.55,1.5,0.88255 
0.75,0.55,2,0.88053 
0.75,0.55,2.5,0.85656 
0.75,0.6,0.5,0.86875 
0.75,0.6,1,0.87198 
0.75,0.6,1.5,0.87534 
0.75,0.6,2,0.87881 
0.75,0.6,2.5,0.87084 
0.75,0.65,0.5,0.85061 
0.75,0.65,1,0.85471 
0.75,0.65,1.5,0.86099 
0.75,0.65,2,0.86699 
0.75,0.65,2.5,0.87147 
0.75,0.7,0.5,0.82688 
0.75,0.7,1,0.83152 
0.75,0.7,1.5,0.83767 
0.75,0.7,2,0.84552 
0.75,0.7,2.5,0.85736 
0.75,0.75,0.5,0.79940 
0.75,0.75,1,0.80341 
0.75,0.75,1.5,0.80927 
0.75,0.75,2,0.81702 
0.75,0.75,2.5,0.82981 
0.75,0.8,0.5,0.76888 
0.75,0.8,1,0.77247 
0.75,0.8,1.5,0.77700 
0.75,0.8,2,0.78311 
0.75,0.8,2.5,0.79361 
0.75,0.85,0.5,0.73876 
0.75,0.85,1,0.73984 
0.75,0.85,1.5,0.74257 
0.75,0.85,2,0.74634 
0.75,0.85,2.5,0.75318 
0.8,0.4,0.5,0.88894 
0.8,0.4,1,0.88114 
0.8,0.4,1.5,0.86755 
0.8,0.4,2,0.84324 
0.8,0.4,2.5,0.77136 
0.8,0.45,0.5,0.90252 
0.8,0.45,1,0.89695 
0.8,0.45,1.5,0.88739 
0.8,0.45,2,0.86806 
0.8,0.45,2.5,0.80412 
0.8,0.5,0.5,0.90796 
0.8,0.5,1,0.90557 
0.8,0.5,1.5,0.90034 
0.8,0.5,2,0.88825 
0.8,0.5,2.5,0.83752 
0.8,0.55,0.5,0.90490 
0.8,0.55,1,0.90562 
0.8,0.55,1.5,0.90477 
0.8,0.55,2,0.90008 
0.8,0.55,2.5,0.86797 
0.8,0.6,0.5,0.89374 
0.8,0.6,1,0.89650 
0.8,0.6,1.5,0.89970 
0.8,0.6,2,0.90154 
0.8,0.6,2.5,0.88826 
0.8,0.65,0.5,0.87485 
0.8,0.65,1,0.87929 
0.8,0.65,1.5,0.88537 
0.8,0.65,2,0.89166 
0.8,0.65,2.5,0.89362 
0.8,0.7,0.5,0.85053 
0.8,0.7,1,0.85451 
0.8,0.7,1.5,0.86164 
0.8,0.7,2,0.87043 
0.8,0.7,2.5,0.88150 
0.8,0.75,0.5,0.82011 
0.8,0.75,1,0.82413 
0.8,0.75,1.5,0.83065 
0.8,0.75,2,0.83903 
0.8,0.75,2.5,0.85310 
0.8,0.8,0.5,0.78553 
0.8,0.8,1,0.78965 
0.8,0.8,1.5,0.79462 
0.8,0.8,2,0.80166 
0.8,0.8,2.5,0.81324 
0.8,0.85,0.5,0.75038 
0.8,0.85,1,0.75262 
0.8,0.85,1.5,0.75613 
0.8,0.85,2,0.75997 
0.8,0.85,2.5,0.76773 
0.85,0.4,0.5,0.89794 
0.85,0.4,1,0.88910 
0.85,0.4,1.5,0.87329 
0.85,0.4,2,0.84472 
0.85,0.4,2.5,0.76558 
0.85,0.45,0.5,0.91644 
0.85,0.45,1,0.90951 
0.85,0.45,1.5,0.89745 
0.85,0.45,2,0.87416 
0.85,0.45,2.5,0.80020 
0.85,0.5,0.5,0.92602 
0.85,0.5,1,0.92254 
0.85,0.5,1.5,0.91502 
0.85,0.5,2,0.89883 
0.85,0.5,2.5,0.83886 
0.85,0.55,0.5,0.92633 
0.85,0.55,1,0.92628 
0.85,0.55,1.5,0.92402 
0.85,0.55,2,0.91575 
0.85,0.55,2.5,0.87490 
0.85,0.6,0.5,0.91714 
0.85,0.6,1,0.92004 
0.85,0.6,1.5,0.92201 
0.85,0.6,2,0.92206 
0.85,0.6,2.5,0.90209 
0.85,0.65,0.5,0.89894 
0.85,0.65,1,0.90343 
0.85,0.65,1.5,0.90959 
0.85,0.65,2,0.91504 
0.85,0.65,2.5,0.91351 
0.85,0.7,0.5,0.87292 
0.85,0.7,1,0.87768 
0.85,0.7,1.5,0.88539 
0.85,0.7,2,0.89447 
0.85,0.7,2.5,0.90477 
0.85,0.75,0.5,0.84007 
0.85,0.75,1,0.84535 
0.85,0.75,1.5,0.85227 
0.85,0.75,2,0.86152 
0.85,0.75,2.5,0.87684 
0.85,0.8,0.5,0.80366 
0.85,0.8,1,0.80722 
0.85,0.8,1.5,0.81264 
0.85,0.8,2,0.82072 
0.85,0.8,2.5,0.83346 
0.85,0.85,0.5,0.76318 
0.85,0.85,1,0.76586 
0.85,0.85,1.5,0.76957 
0.85,0.85,2,0.77440 
0.85,0.85,2.5,0.78304 
0.9,0.4,0.5,0.90347 
0.9,0.4,1,0.89196 
0.9,0.4,1.5,0.87300 
0.9,0.4,2,0.84074 
0.9,0.4,2.5,0.75764 
0.9,0.45,0.5,0.92613 
0.9,0.45,1,0.91743 
0.9,0.45,1.5,0.90211 
0.9,0.45,2,0.87441 
0.9,0.45,2.5,0.79317 
0.9,0.5,0.5,0.94061 
0.9,0.5,1,0.93568 
0.9,0.5,1.5,0.92510 
0.9,0.5,2,0.90431 
0.9,0.5,2.5,0.83555 
0.9,0.55,0.5,0.94484 
0.9,0.55,1,0.94344 
0.9,0.55,1.5,0.93929 
0.9,0.55,2,0.92722 
0.9,0.55,2.5,0.87723 
0.9,0.6,0.5,0.93878 
0.9,0.6,1,0.94087 
0.9,0.6,1.5,0.94184 
0.9,0.6,2,0.93893 
0.9,0.6,2.5,0.91164 
0.9,0.65,0.5,0.92171 
0.9,0.65,1,0.92627 
0.9,0.65,1.5,0.93206 
0.9,0.65,2,0.93629 
0.9,0.65,2.5,0.93016 
0.9,0.7,0.5,0.89566 
0.9,0.7,1,0.90067 
0.9,0.7,1.5,0.90835 
0.9,0.7,2,0.91743 
0.9,0.7,2.5,0.92645 
0.9,0.75,0.5,0.86093 
0.9,0.75,1,0.86620 
0.9,0.75,1.5,0.87386 
0.9,0.75,2,0.88398 
0.9,0.75,2.5,0.89959 
0.9,0.8,0.5,0.82022 
0.9,0.8,1,0.82505 
0.9,0.8,1.5,0.83123 
0.9,0.8,2,0.84000 
0.9,0.8,2.5,0.85395 
0.9,0.85,0.5,0.77666 
0.9,0.85,1,0.77960 
0.9,0.85,1.5,0.78364 
0.9,0.85,2,0.78960 
0.9,0.85,2.5,0.79891 
0.95,0.4,0.5,0.90123 
0.95,0.4,1,0.88937 
0.95,0.4,1.5,0.86818 
0.95,0.4,2,0.83269 
0.95,0.4,2.5,0.74767 
0.95,0.45,0.5,0.92986 
0.95,0.45,1,0.91995 
0.95,0.45,1.5,0.90159 
0.95,0.45,2,0.86954 
0.95,0.45,2.5,0.78376 
0.95,0.5,0.5,0.94970 
0.95,0.5,1,0.94346 
0.95,0.5,1.5,0.92987 
0.95,0.5,2,0.90425 
0.95,0.5,2.5,0.82801 
0.95,0.55,0.5,0.95950 
0.95,0.55,1,0.95706 
0.95,0.55,1.5,0.94975 
0.95,0.55,2,0.93328 
0.95,0.55,2.5,0.87472 
0.95,0.6,0.5,0.95731 
0.95,0.6,1,0.95841 
0.95,0.6,1.5,0.95775 
0.95,0.6,2,0.95160 
0.95,0.6,2.5,0.91618 
0.95,0.65,0.5,0.94289 
0.95,0.65,1,0.94688 
0.95,0.65,1.5,0.95189 
0.95,0.65,2,0.95448 
0.95,0.65,2.5,0.94287 
0.95,0.7,0.5,0.91754 
0.95,0.7,1,0.92263 
0.95,0.7,1.5,0.92994 
0.95,0.7,2,0.93886 
0.95,0.7,2.5,0.94552 
0.95,0.75,0.5,0.88139 
0.95,0.75,1,0.88681 
0.95,0.75,1.5,0.89538 
0.95,0.75,2,0.90598 
0.95,0.75,2.5,0.92138 
0.95,0.8,0.5,0.83794 
0.95,0.8,1,0.84324 
0.95,0.8,1.5,0.85003 
0.95,0.8,2,0.85965 
0.95,0.8,2.5,0.87465 
0.95,0.85,0.5,0.79014 
0.95,0.85,1,0.79370 
0.95,0.85,1.5,0.79838 
0.95,0.85,2,0.80454 
0.95,0.85,2.5,0.81508 
1,0.4,0.5,0.89421 
1,0.4,1,0.88171 
1,0.4,1.5,0.85784 
1,0.4,2,0.82074 
1,0.4,2.5,0.73632 
1,0.45,0.5,0.92799 
1,0.45,1,0.91682 
1,0.45,1.5,0.89530 
1,0.45,2,0.85986 
1,0.45,2.5,0.77232 
1,0.5,0.5,0.95394 
1,0.5,1,0.94530 
1,0.5,1.5,0.92905 
1,0.5,2,0.89883 
1,0.5,2.5,0.81738 
1,0.55,0.5,0.96916 
1,0.55,1,0.96528 
1,0.55,1.5,0.95523 
1,0.55,2,0.93394 
1,0.55,2.5,0.86815 
1,0.6,0.5,0.97214 
1,0.6,1,0.97218 
1,0.6,1.5,0.96931 
1,0.6,2,0.95917 
1,0.6,2.5,0.91602 
1,0.65,0.5,0.96156 
1,0.65,1,0.96480 
1,0.65,1.5,0.96845 
1,0.65,2,0.96881 
1,0.65,2.5,0.95092 
1,0.7,0.5,0.93740 
1,0.7,1,0.94262 
1,0.7,1.5,0.94977 
1,0.7,2,0.95800 
1,0.7,2.5,0.96143 
1,0.75,0.5,0.90180 
1,0.75,1,0.90719 
1,0.75,1.5,0.91570 
1,0.75,2,0.92692 
1,0.75,2.5,0.94161 
1,0.8,0.5,0.85587 
1,0.8,1,0.86077 
1,0.8,1.5,0.86824 
1,0.8,2,0.87873 
1,0.8,2.5,0.89478 
1,0.85,0.5,0.80447 
1,0.85,1,0.80784 
1,0.85,1.5,0.81287 
1,0.85,2,0.81978 
1,0.85,2.5,0.83127 
1.05,0.4,0.5,0.88098 
1.05,0.4,1,0.86948 
1.05,0.4,1.5,0.84379 
1.05,0.4,2,0.80608 
1.05,0.4,2.5,0.72491 
1.05,0.45,0.5,0.92065 
1.05,0.45,1,0.90787 
1.05,0.45,1.5,0.88431 
1.05,0.45,2,0.84602 
1.05,0.45,2.5,0.75964 
1.05,0.5,0.5,0.95247 
1.05,0.5,1,0.94206 
1.05,0.5,1.5,0.92259 
1.05,0.5,2,0.88866 
1.05,0.5,2.5,0.80446 
1.05,0.55,0.5,0.97411 
1.05,0.55,1,0.96794 
1.05,0.55,1.5,0.95474 
1.05,0.55,2,0.92911 
1.05,0.55,2.5,0.85781 
1.05,0.6,0.5,0.98298 
1.05,0.6,1,0.98122 
1.05,0.6,1.5,0.97576 
1.05,0.6,2,0.96144 
1.05,0.6,2.5,0.91125 
1.05,0.65,0.5,0.97673 
1.05,0.65,1,0.97920 
1.05,0.65,1.5,0.98113 
1.05,0.65,2,0.97841 
1.05,0.65,2.5,0.95430 
1.05,0.7,0.5,0.95559 
1.05,0.7,1,0.96051 
1.05,0.7,1.5,0.96712 
1.05,0.7,2,0.97388 
1.05,0.7,2.5,0.97351 
1.05,0.75,0.5,0.92014 
1.05,0.75,1,0.92586 
1.05,0.75,1.5,0.93456 
1.05,0.75,2,0.94578 
1.05,0.75,2.5,0.95963 
1.05,0.8,0.5,0.87298 
1.05,0.8,1,0.87838 
1.05,0.8,1.5,0.88637 
1.05,0.8,2,0.89751 
1.05,0.8,2.5,0.91402 
1.05,0.85,0.5,0.81853 
1.05,0.85,1,0.82189 
1.05,0.85,1.5,0.82743 
1.05,0.85,2,0.83530 
1.05,0.85,2.5,0.84747 
1.1,0.4,0.5,0.86642 
1.1,0.4,1,0.85295 
1.1,0.4,1.5,0.82699 
1.1,0.4,2,0.78886 
1.1,0.4,2.5,0.71414 
1.1,0.45,0.5,0.90824 
1.1,0.45,1,0.89451 
1.1,0.45,1.5,0.87003 
1.1,0.45,2,0.82925 
1.1,0.45,2.5,0.74691 
1.1,0.5,0.5,0.94494 
1.1,0.5,1,0.93336 
1.1,0.5,1.5,0.91145 
1.1,0.5,2,0.87358 
1.1,0.5,2.5,0.79052 
1.1,0.55,0.5,0.97320 
1.1,0.55,1,0.96515 
1.1,0.55,1.5,0.94891 
1.1,0.55,2,0.91942 
1.1,0.55,2.5,0.84418 
1.1,0.6,0.5,0.98856 
1.1,0.6,1,0.98535 
1.1,0.6,1.5,0.97677 
1.1,0.6,2,0.95832 
1.1,0.6,2.5,0.90225 
1.1,0.65,0.5,0.98868 
1.1,0.65,1,0.98969 
1.1,0.65,1.5,0.98938 
1.1,0.65,2,0.98316 
1.1,0.65,2.5,0.95287 
1.1,0.7,0.5,0.97125 
1.1,0.7,1,0.97548 
1.1,0.7,1.5,0.98129 
