period,f,h,T
0.7,0.72,0.5,0.721296063
0.7,0.72,1,0.925994939
0.7,0.72,1.5,0.972404984
0.7,0.72,2,0.771356819
0.7,0.72,2.5,0.646689051
0.7,0.74,0.5,0.716123582
0.7,0.74,1,0.910890119
0.7,0.74,1.5,0.978836193
0.7,0.74,2,0.793584491
0.7,0.74,2.5,0.654613537
0.7,0.76,0.5,0.710163938
0.7,0.76,1,0.89430112
0.7,0.76,1.5,0.980734101
0.7,0.76,2,0.816727927
0.7,0.76,2.5,0.66663364
0.7,0.78,0.5,0.705127588
0.7,0.78,1,0.876369918
0.7,0.78,1.5,0.976652144
0.7,0.78,2,0.838766765
0.7,0.78,2.5,0.681305096
0.7,0.8,0.5,0.699106259
0.7,0.8,1,0.856900603
0.7,0.8,1.5,0.967072828
0.7,0.8,2,0.858046829
0.7,0.8,2.5,0.698860756
0.7,0.9,0.5,0.670095318
0.7,0.9,0.8,0.71350998
0.7,0.9,0.9,0.731075937
0.7,0.9,1,0.750065608
0.7,0.9,1.1,0.769359708
0.7,0.9,1.2,0.788663645
0.7,0.9,1.3,0.806731071
0.7,0.9,1.4,0.824248567
0.7,0.9,1.5,0.839041271
0.7,0.9,1.6,0.850596254
0.7,0.9,2,0.857807163
0.7,0.9,2.5,0.78560959
0.8,0.1,0.4,0.675702653
0.8,0.1,0.5,0.689440642
0.8,0.1,0.6,0.700130485
0.8,0.1,0.8,0.70109288
0.8,0.1,0.9,0.691408306
0.8,0.1,1,0.678334237
0.8,0.1,1.1,0.66321149
0.8,0.1,1.2,0.651156502
0.8,0.1,1.3,0.643520715
0.8,0.1,1.4,0.64181977
0.8,0.1,1.5,0.645824306
0.8,0.1,1.6,0.655110542
0.8,0.1,1.8,0.682536919
0.8,0.1,2,0.703101544
0.8,0.1,2.2,0.698497153
0.8,0.1,2.4,0.671969709
0.8,0.1,2.5,0.658389871
0.8,0.1,2.6,0.64724041
0.8,0.1,2.8,0.642192607
0.8,0.1,3,0.659360753
0.8,0.2,0.5,0.728936571
0.8,0.2,1,0.736892492
0.8,0.2,1.5,0.642076342
0.8,0.2,2,0.735355254
0.8,0.2,2.5,0.729727271
0.8,0.3,0.4,0.718119978
0.8,0.3,0.5,0.754334211
0.8,0.3,0.6,0.790996468
0.8,0.3,0.8,0.833978925
0.8,0.3,0.9,0.830834632
0.8,0.3,1,0.808557102
0.8,0.3,1.1,0.77633916
0.8,0.3,1.2,0.739130834
0.8,0.3,1.3,0.704910517
0.8,0.3,1.4,0.674339908
0.8,0.3,1.5,0.65307129
0.8,0.3,1.6,0.643982246
0.8,0.3,1.8,0.658922414
0.8,0.3,2,0.710557296
0.8,0.3,2.2,0.786790894
0.8,0.3,2.4,0.83349545
0.8,0.3,2.5,0.834881323
0.8,0.3,2.6,0.815681538
0.8,0.3,2.8,0.746099292
0.8,0.3,3,0.678793699
0.8,0.4,0.5,0.765775362
0.8,0.4,1,0.888108761
0.8,0.4,1.5,0.692554852
0.8,0.4,2,0.664487625
0.8,0.4,2.5,0.860335929
0.8,0.42,0.5,0.76656658
0.8,0.42,1,0.902189281
0.8,0.42,1.5,0.70434254
0.8,0.42,2,0.657256881
0.8,0.42,2.5,0.847453554
0.8,0.44,0.5,0.766862878
0.8,0.44,1,0.915977475
0.8,0.44,1.5,0.71814799
0.8,0.44,2,0.651236198
0.8,0.44,2.5,0.832581298
0.8,0.46,0.5,0.766271063
0.8,0.46,1,0.928128623
0.8,0.46,1.5,0.731978793
0.8,0.46,2,0.646904611
0.8,0.46,2.5,0.813417619
0.8,0.48,0.5,0.76478773
0.8,0.48,1,0.939316366
0.8,0.48,1.5,0.748331686
0.8,0.48,2,0.643566686
0.8,0.48,2.5,0.792429208
0.8,0.5,0.4,0.720567088
0.8,0.5,0.5,0.763137047
0.8,0.5,0.6,0.811334063
0.8,0.5,0.8,0.906435895
0.8,0.5,0.9,0.938024744
0.8,0.5,1,0.949752847
0.8,0.5,1.1,0.939505464
0.8,0.5,1.2,0.909309935
0.8,0.5,1.3,0.864895714
0.8,0.5,1.4,0.814811502
0.8,0.5,1.5,0.76601207
0.8,0.5,1.6,0.722575901
0.8,0.5,1.8,0.662861909
0.8,0.5,2,0.642997974
0.8,0.5,2.2,0.663396892
0.8,0.5,2.4,0.726540237
0.8,0.5,2.5,0.770039264
0.8,0.5,2.6,0.818716056
0.8,0.5,2.8,0.911534658
0.8,0.5,3,0.949136557
0.8,0.52,0.5,0.761536796
0.8,0.52,1,0.958306855
0.8,0.52,1.5,0.784841925
0.8,0.52,2,0.642900971
0.8,0.52,2.5,0.746975388
0.8,0.54,0.5,0.759011054
0.8,0.54,1,0.964763423
0.8,0.54,1.5,0.804436416
0.8,0.54,2,0.64467555
0.8,0.54,2.5,0.724959802
0.8,0.56,0.5,0.756457108
0.8,0.56,1,0.969281079
0.8,0.56,1.5,0.824615463
0.8,0.56,2,0.65038349
0.8,0.56,2.5,0.705471675
0.8,0.58,0.5,0.752761046
0.8,0.58,1,0.971624262
0.8,0.58,1.5,0.845478552
0.8,0.58,2,0.657538665
0.8,0.58,2.5,0.687551923
0.8,0.6,0.5,0.749013987
0.8,0.6,1,0.972583596
0.8,0.6,1.5,0.866796811
0.8,0.6,2,0.666960731
0.8,0.6,2.5,0.671397753
0.8,0.62,0.5,0.745150316
0.8,0.62,1,0.970116846
0.8,0.62,1.5,0.888262315
0.8,0.62,2,0.678318513
0.8,0.62,2.5,0.659467174
0.8,0.64,0.5,0.740735573
0.8,0.64,1,0.966065817
0.8,0.64,1.5,0.908691132
0.8,0.64,2,0.691372622
0.8,0.64,2.5,0.650197778
0.8,0.66,0.5,0.73623311
0.8,0.66,1,0.959222649
0.8,0.66,1.5,0.928396003
0.8,0.66,2,0.708958881
0.8,0.66,2.5,0.643898987
0.8,0.68,0.5,0.731854239
0.8,0.68,1,0.950826073
0.8,0.68,1.5,0.94584735
0.8,0.68,2,0.727151551
0.8,0.68,2.5,0.641092083
0.8,0.7,0.4,0.695592598
0.8,0.7,0.5,0.726343503
0.8,0.7,0.6,0.764310035
0.8,0.7,0.8,0.852388724
0.8,0.7,0.9,0.898053572
0.8,0.7,1,0.939683273
0.8,0.7,1.1,0.973695422
0.8,0.7,1.2,0.994221736
0.8,0.7,1.3,0.999190889
0.8,0.7,1.4,0.987241935
0.8,0.7,1.5,0.960801336
0.8,0.7,1.6,0.922518206
0.8,0.7,1.8,0.832274053
0.8,0.7,2,0.746790564
0.8,0.7,2.2,0.684374758
0.8,0.7,2.4,0.64888128
0.8,0.7,2.5,0.642037287
0.8,0.7,2.6,0.641368148
0.8,0.7,2.8,0.661580372
0.8,0.7,3,0.709933685
0.8,0.72,0.5,0.721010779
0.8,0.72,1,0.926989846
0.8,0.72,1.5,0.97169652
0.8,0.72,2,0.768871492
0.8,0.72,2.5,0.645897385
0.8,0.74,0.5,0.715804333
0.8,0.74,1,0.912142253
0.8,0.74,1.5,0.978759452
0.8,0.74,2,0.792419671
0.8,0.74,2.5,0.653999252
0.8,0.76,0.5,0.711158623
0.8,0.76,1,0.895495848
0.8,0.76,1.5,0.980759862
0.8,0.76,2,0.815420289
0.8,0.76,2.5,0.665683855
0.8,0.78,0.5,0.704823379
0.8,0.78,1,0.87772274
0.8,0.78,1.5,0.97727683
0.8,0.78,2,0.837711304
0.8,0.78,2.5,0.680533728
0.8,0.8,0.5,0.699880308
0.8,0.8,1,0.857976352
0.8,0.8,1.5,0.967733715
0.8,0.8,2,0.857234936
0.8,0.8,2.5,0.698667306
0.8,0.9,0.4,0.6590503
0.8,0.9,0.5,0.670142037
0.8,0.9,0.6,0.682952911
0.8,0.9,0.8,0.713345976
0.8,0.9,0.9,0.731232734
0.8,0.9,1,0.750746581
0.8,0.9,1.1,0.769553015
0.8,0.9,1.2,0.789566318
0.8,0.9,1.3,0.807868822
0.8,0.9,1.4,0.824356805
0.8,0.9,1.5,0.839241331
0.8,0.9,1.6,0.851399084
0.8,0.9,1.8,0.863843827
0.8,0.9,2,0.858568348
0.8,0.9,2.2,0.836635138
0.8,0.9,2.4,0.803982229
0.8,0.9,2.5,0.785738255
0.8,0.9,2.6,0.76617472
0.8,0.9,2.8,0.72766198
0.8,0.9,3,0.69422768
0.9,0.1,0.5,0.689470099
0.9,0.1,0.8,0.699927164
0.9,0.1,0.9,0.690631464
0.9,0.1,1,0.677291827
0.9,0.1,1.1,0.664303269
0.9,0.1,1.2,0.651399612
0.9,0.1,1.3,0.64419878
0.9,0.1,1.4,0.642271345
0.9,0.1,1.5,0.645719451
0.9,0.1,1.6,0.656295535
0.9,0.1,2,0.702333128
0.9,0.1,2.5,0.657114165
0.9,0.2,0.5,0.728023203
0.9,0.2,1,0.735058172
0.9,0.2,1.5,0.64256873
0.9,0.2,2,0.735316183
0.9,0.2,2.5,0.727416302
0.9,0.3,0.5,0.754862708
0.9,0.3,0.8,0.832072439
0.9,0.3,0.9,0.827927831
0.9,0.3,1,0.807005472
0.9,0.3,1.1,0.773584768
0.9,0.3,1.2,0.738741758
0.9,0.3,1.3,0.702684038
0.9,0.3,1.4,0.672805677
0.9,0.3,1.5,0.652896531
0.9,0.3,1.6,0.64309317
0.9,0.3,2,0.712500312
0.9,0.3,2.5,0.829488601
0.9,0.4,0.5,0.765425056
0.9,0.4,1,0.885316347
0.9,0.4,1.5,0.690704412
0.9,0.4,2,0.666650341
0.9,0.4,2.5,0.860587227
0.9,0.42,0.5,0.766472766
0.9,0.42,1,0.899147408
0.9,0.42,1.5,0.701935699
0.9,0.42,2,0.65883634
0.9,0.42,2.5,0.850736519
0.9,0.44,0.5,0.766347531
0.9,0.44,1,0.913347597
0.9,0.44,1.5,0.715457669
0.9,0.44,2,0.652692731
0.9,0.44,2.5,0.836107729
0.9,0.46,0.5,0.766836289
0.9,0.46,1,0.925593057
0.9,0.46,1.5,0.729312433
0.9,0.46,2,0.648309551
0.9,0.46,2.5,0.817374535
0.9,0.48,0.5,0.764858889
0.9,0.48,1,0.936971459
0.9,0.48,1.5,0.74538426
0.9,0.48,2,0.643945792
0.9,0.48,2.5,0.797549162
0.9,0.5,0.5,0.762972285
0.9,0.5,0.8,0.90607964
0.9,0.5,0.9,0.93715063
0.9,0.5,1,0.947407491
0.9,0.5,1.1,0.936497843
0.9,0.5,1.2,0.905254601
0.9,0.5,1.3,0.861100789
0.9,0.5,1.4,0.812174559
0.9,0.5,1.5,0.762879401
0.9,0.5,1.6,0.719552242
0.9,0.5,2,0.643647611
0.9,0.5,2.5,0.775406872
0.9,0.52,0.5,0.761710352
0.9,0.52,1,0.956326599
0.9,0.52,1.5,0.782403888
0.9,0.52,2,0.643312826
0.9,0.52,2.5,0.75049643
0.9,0.54,0.5,0.758465383
0.9,0.54,1,0.96352399
0.9,0.54,1.5,0.800623475
0.9,0.54,2,0.644590149
0.9,0.54,2.5,0.73015311
0.9,0.56,0.5,0.756090891
0.9,0.56,1,0.968516603
0.9,0.56,1.5,0.821409506
0.9,0.56,2,0.649136186
0.9,0.56,2.5,0.709338903
0.9,0.58,0.5,0.75314768
0.9,0.58,1,0.971224342
0.9,0.58,1.5,0.842199571
0.9,0.58,2,0.656093464
0.9,0.58,2.5,0.690609892
0.9,0.6,0.5,0.748996341
0.9,0.6,1,0.971756814
0.9,0.6,1.5,0.863971554
0.9,0.6,2,0.664865145
0.9,0.6,2.5,0.673877802
0.9,0.62,0.5,0.745896549
0.9,0.62,1,0.970566076
0.9,0.62,1.5,0.885386149
0.9,0.62,2,0.676365128
0.9,0.62,2.5,0.661006184
0.9,0.64,0.5,0.742175793
0.9,0.64,1,0.96667198
0.9,0.64,1.5,0.905797827
0.9,0.64,2,0.690561442
0.9,0.64,2.5,0.651764734
0.9,0.66,0.5,0.736347454
0.9,0.66,1,0.96044695
0.9,0.66,1.5,0.925742149
0.9,0.66,2,0.705801696
0.9,0.66,2.5,0.643880876
0.9,0.68,0.5,0.731211754
0.9,0.68,1,0.95150232
0.9,0.68,1.5,0.944263017
0.9,0.68,2,0.724641717
0.9,0.68,2.5,0.640898253
0.9,0.7,0.5,0.726895815
0.9,0.7,0.8,0.852687928
0.9,0.7,0.9,0.898603688
0.9,0.7,1,0.941132126
0.9,0.7,1.1,0.974544664
0.9,0.7,1.2,0.994744031
0.9,0.7,1.3,0.999196154
0.9,0.7,1.4,0.986568696
0.9,0.7,1.5,0.959418549
0.9,0.7,1.6,0.920673831
0.9,0.7,2,0.744768071
0.9,0.7,2.5,0.641300121
0.9,0.72,0.5,0.72117997
0.9,0.72,1,0.928302892
0.9,0.72,1.5,0.970950031
0.9,0.72,2,0.767109926
0.9,0.72,2.5,0.645492725
0.9,0.74,0.5,0.716629427
0.9,0.74,1,0.912909345
0.9,0.74,1.5,0.978324462
0.9,0.74,2,0.789563055
0.9,0.74,2.5,0.652789623
0.9,0.76,0.5,0.710965362
0.9,0.76,1,0.897095425
0.9,0.76,1.5,0.980817206
0.9,0.76,2,0.812889119
0.9,0.76,2.5,0.664976125
0.9,0.78,0.5,0.704169783
0.9,0.78,1,0.878486243
0.9,0.78,1.5,0.977570697
0.9,0.78,2,0.836263785
0.9,0.78,2.5,0.679815473
0.9,0.8,0.5,0.699646075
0.9,0.8,1,0.860191634
0.9,0.8,1.5,0.968567697
0.9,0.8,2,0.856135434
0.9,0.8,2.5,0.697686921
0.9,0.9,0.5,0.670174157
0.9,0.9,0.8,0.71301767
0.9,0.9,0.9,0.732268298
0.9,0.9,1,0.751285532
0.9,0.9,1.1,0.770992384
0.9,0.9,1.2,0.789458204
0.9,0.9,1.3,0.809600863
0.9,0.9,1.4,0.825886637
0.9,0.9,1.5,0.840412713
0.9,0.9,1.6,0.851793171
0.9,0.9,2,0.859025532
0.9,0.9,2.5,0.785687784
1,0.1,0.4,0.675047493
1,0.1,0.5,0.688833516
1,0.1,0.6,0.698427309
1,0.1,0.8,0.699628792
1,0.1,0.9,0.690035346
1,0.1,1,0.676967099
1,0.1,1.1,0.663883543
1,0.1,1.2,0.651809519
1,0.1,1.3,0.64399984
1,0.1,1.4,0.642238524
1,0.1,1.5,0.646224735
1,0.1,1.6,0.655047146
1,0.1,1.8,0.681817176
1,0.1,2,0.701678604
1,0.1,2.2,0.694982033
1,0.1,2.4,0.670519836
1,0.1,2.5,0.657018207
1,0.1,2.6,0.646832725
1,0.1,2.8,0.643875433
1,0.1,3,0.661582687
1,0.1,3.5,0.700128106
1,0.1,4,0.644940295
1,0.1,4.5,0.681724023
1,0.1,5,0.684649551
1,0.1,5.5,0.643708164
1,0.1,6,0.697927826
1,0.2,0.5,0.727219904
1,0.2,1,0.73293983
1,0.2,1.5,0.644183804
1,0.2,2,0.737640628
1,0.2,2.5,0.724728171
1,0.2,3,0.645116918
1,0.2,3.5,0.743306203
1,0.2,4,0.718437373
1,0.2,4.5,0.647255719
1,0.2,5,0.748641843
1,0.2,5.5,0.711953975
1,0.2,6,0.64794022
1,0.3,0.4,0.717436879
1,0.3,0.5,0.754287442
1,0.3,0.6,0.789528181
1,0.3,0.8,0.831485311
1,0.3,0.9,0.826927642
1,0.3,1,0.805532855
1,0.3,1.1,0.773995113
1,0.3,1.2,0.736876652
1,0.3,1.3,0.70146111
1,0.3,1.4,0.672947101
1,0.3,1.5,0.6534364
1,0.3,1.6,0.644584348
1,0.3,1.8,0.659467273
1,0.3,2,0.713544243
1,0.3,2.2,0.786434533
1,0.3,2.4,0.831123758
1,0.3,2.5,0.828017745
1,0.3,2.6,0.809388233
1,0.3,2.8,0.740538841
1,0.3,3,0.675227208
1,0.3,3.5,0.680516209
1,0.3,4,0.828799436
1,0.3,4.5,0.707763719
1,0.3,5,0.65564172
1,0.3,5.5,0.810827234
1,0.3,6,0.745709522
1,0.4,0.5,0.765859886
1,0.4,0.55,0.788436735
1,0.4,0.6,0.810006677
1,0.4,0.65,0.831672363
1,0.4,0.7,0.8511044
1,0.4,0.75,0.867732172
1,0.4,0.8,0.881139121
1,0.4,0.85,0.889095625
1,0.4,0.9,0.891959704
1,0.4,0.95,0.889371477
1,0.4,1,0.881708533
1,0.4,1.05,0.869475169
1,0.4,1.1,0.852951908
1,0.4,1.15,0.833552247
1,0.4,1.2,0.812674946
1,0.4,1.25,0.789863037
1,0.4,1.3,0.767057189
1,0.4,1.35,0.745264372
1,0.4,1.4,0.724638249
1,0.4,1.45,0.705797
1,0.4,1.5,0.689502841
1,0.4,2,0.669415584
1,0.4,2.5,0.862321997
1,0.4,3,0.799413127
1,0.4,3.5,0.64538278
1,0.4,4,0.747522197
1,0.4,4.5,0.888093574
1,0.4,5,0.702746537
1,0.4,5.5,0.660546332
1,0.4,6,0.84770666
1,0.42,0.5,0.766807888
1,0.42,1,0.896225427
1,0.42,1.5,0.700330295
1,0.42,2,0.661863318
1,0.42,2.5,0.853313822
1,0.44,0.5,0.766646968
1,0.44,1,0.909920128
1,0.44,1.5,0.712901309
1,0.44,2,0.654878425
1,0.44,2.5,0.840352177
1,0.45,0.5,0.766145474
1,0.45,0.55,0.789864655
1,0.45,0.6,0.813425277
1,0.45,0.65,0.837119438
1,0.45,0.7,0.859515805
1,0.45,0.75,0.880308669
1,0.45,0.8,0.896954907
1,0.45,0.85,0.909505663
1,0.45,0.9,0.917434753
1,0.45,0.95,0.919954125
1,0.45,1,0.916820583
1,0.45,1.05,0.907867125
1,0.45,1.1,0.894513875
1,0.45,1.15,0.877099574
1,0.45,1.2,0.856321441
1,0.45,1.25,0.833312668
1,0.45,1.3,0.809487865
1,0.45,1.35,0.786324497
1,0.45,1.4,0.762384769
1,0.45,1.45,0.740651838
1,0.45,1.5,0.719985696
1,0.46,0.5,0.766157015
1,0.46,1,0.922834337
1,0.46,1.5,0.727198819
1,0.46,2,0.649184329
1,0.46,2.5,0.822400155
1,0.48,0.5,0.765326942
1,0.48,1,0.934632575
1,0.48,1.5,0.742144538
1,0.48,2,0.645665076
1,0.48,2.5,0.802735778
1,0.5,0.4,0.720855119
1,0.5,0.5,0.763121325
1,0.5,0.55,0.787131866
1,0.5,0.6,0.811931613
1,0.5,0.65,0.83720058
1,0.5,0.7,0.861737746
1,0.5,0.75,0.884866342
1,0.5,0.8,0.905573219
1,0.5,0.85,0.922538369
1,0.5,0.9,0.935682671
1,0.5,0.95,0.943456458
1,0.5,1,0.945300389
1,0.5,1.05,0.942060598
1,0.5,1.1,0.933358007
1,0.5,1.15,0.91934064
1,0.5,1.2,0.902346713
1,0.5,1.25,0.880674882
1,0.5,1.3,0.857410929
1,0.5,1.35,0.832809829
1,0.5,1.4,0.807920999
1,0.5,1.45,0.783612858
1,0.5,1.5,0.760049255
1,0.5,1.6,0.717153724
1,0.5,1.8,0.660690184
1,0.5,2,0.643123419
1,0.5,2.2,0.669380046
1,0.5,2.4,0.734209178
1,0.5,2.5,0.780017317
1,0.5,2.6,0.829622555
1,0.5,2.8,0.917345356
1,0.5,3,0.943451735
1,0.5,3.5,0.743988761
1,0.5,4,0.644203622
1,0.5,4.5,0.796746174
1,0.5,5,0.939744811
1,0.5,5.5,0.73030011
1,0.5,6,0.647218051
1,0.52,0.5,0.761694753
1,0.52,1,0.954692063
1,0.52,1.5,0.777440548
1,0.52,2,0.643422702
1,0.52,2.5,0.755799656
1,0.54,0.5,0.759230274
1,0.54,1,0.962299592
1,0.54,1.5,0.796672799
1,0.54,2,0.645057824
1,0.54,2.5,0.733381417
1,0.55,0.5,0.75789972
1,0.55,0.55,0.781434614
1,0.55,0.6,0.806292675
1,0.55,0.65,0.831883474
1,0.55,0.7,0.85746656
1,0.55,0.75,0.882061091
1,0.55,0.8,0.905622389
1,0.55,0.85,0.926277952
1,0.55,0.9,0.943436539
1,0.55,0.95,0.957057353
1,0.55,1,0.965281243
1,0.55,1.05,0.967942302
1,0.55,1.1,0.965148083
1,0.55,1.15,0.957124748
1,0.55,1.2,0.943946117
1,0.55,1.25,0.926472253
1,0.55,1.3,0.906149787
1,0.55,1.35,0.882530346
1,0.55,1.4,0.857926478
1,0.55,1.45,0.832209555
1,0.55,1.5,0.806871257
1,0.56,0.5,0.756979826
1,0.56,1,0.967574315
1,0.56,1.5,0.817309474
1,0.56,2,0.648375678
1,0.56,2.5,0.712663009
1,0.58,0.5,0.75371074
1,0.58,1,0.971174324
1,0.58,1.5,0.838456725
1,0.58,2,0.654749381
1,0.58,2.5,0.69392476
1,0.6,0.5,0.750398932
1,0.6,0.55,0.772499199
1,0.6,0.6,0.796402638
1,0.6,0.65,0.821238923
1,0.6,0.7,0.846516483
1,0.6,0.75,0.871976288
1,0.6,0.8,0.89649695
1,0.6,0.85,0.92004401
1,0.6,0.9,0.940866072
1,0.6,0.95,0.95841287
1,0.6,1,0.972184001
1,0.6,1.05,0.981217746
1,0.6,1.1,0.985352791
1,0.6,1.15,0.984136688
1,0.6,1.2,0.977753175
1,0.6,1.25,0.966341443
1,0.6,1.3,0.950605719
1,0.6,1.35,0.931276486
1,0.6,1.4,0.909358522
1,0.6,1.45,0.885539846
1,0.6,1.5,0.860154643
1,0.6,2,0.664209599
1,0.6,2.5,0.676946955
1,0.6,3,0.890390105
1,0.6,3.5,0.954241316
1,0.6,4,0.726292106
1,0.6,4.5,0.643400574
1,0.6,5,0.783840954
1,0.6,5.5,0.983968964
1,0.6,6,0.821699254
1,0.62,0.5,0.746153396
1,0.62,1,0.970824167
1,0.62,1.5,0.881658489
1,0.62,2,0.674304986
1,0.62,2.5,0.663207725
1,0.64,0.5,0.742062085
1,0.64,1,0.967441413
1,0.64,1.5,0.903605811
1,0.64,2,0.688060107
1,0.64,2.5,0.651670858
1,0.65,0.5,0.74012091
1,0.65,0.55,0.76066187
1,0.65,0.6,0.782389387
1,0.65,0.65,0.805583271
1,0.65,0.7,0.829765596
1,0.65,0.75,0.854714383
1,0.65,0.8,0.879293455
1,0.65,0.85,0.903426967
1,0.65,0.9,0.926268234
1,0.65,0.95,0.946884308
1,0.65,1,0.964803998
1,0.65,1.05,0.979202163
1,0.65,1.1,0.989691357
1,0.65,1.15,0.995564417
1,0.65,1.2,0.996667755
1,0.65,1.25,0.992845772
1,0.65,1.3,0.984502561
1,0.65,1.35,0.971885096
1,0.65,1.4,0.955325262
1,0.65,1.45,0.93563902
1,0.65,1.5,0.913603533
1,0.66,0.5,0.73779658
1,0.66,1,0.961521064
1,0.66,1.5,0.923681586
1,0.66,2,0.703793387
1,0.66,2.5,0.6446333
1,0.68,0.5,0.732585717
1,0.68,1,0.953178175
1,0.68,1.5,0.941870861
1,0.68,2,0.72232848
1,0.68,2.5,0.641457858
1,0.7,0.4,0.696597309
1,0.7,0.5,0.727677603
1,0.7,0.55,0.746003457
1,0.7,0.6,0.765696118
1,0.7,0.65,0.78651111
1,0.7,0.7,0.808216788
1,0.7,0.75,0.831523005
1,0.7,0.8,0.85451119
1,0.7,0.85,0.877675568
1,0.7,0.9,0.900672779
1,0.7,0.95,0.922627136
1,0.7,1,0.942620703
1,0.7,1.05,0.960511643
1,0.7,1.1,0.975481786
1,0.7,1.15,0.987496639
1,0.7,1.2,0.995578758
1,0.7,1.25,0.999435607
1,0.7,1.3,0.99910933
1,0.7,1.35,0.994469633
1,0.7,1.4,0.985795713
1,0.7,1.45,0.973228353
1,0.7,1.5,0.957666562
1,0.7,1.6,0.918636444
1,0.7,1.8,0.827375555
1,0.7,2,0.742608866
1,0.7,2.2,0.681049135
1,0.7,2.4,0.647246671
1,0.7,2.5,0.641263071
1,0.7,2.6,0.642234791
1,0.7,2.8,0.665212638
1,0.7,3,0.716909348
1,0.7,3.5,0.929992167
1,0.7,4,0.968315654
1,0.7,4.5,0.755188223
1,0.7,5,0.642209503
1,0.7,5.5,0.706671672
1,0.7,6,0.915792314
1,0.72,0.5,0.723031339
1,0.72,1,0.929788801
1,0.72,1.5,0.970034162
1,0.72,2,0.76498035
1,0.72,2.5,0.644756436
1,0.74,0.5,0.71743053
1,0.74,1,0.91524607
1,0.74,1.5,0.978125076
1,0.74,2,0.788375857
1,0.74,2.5,0.652425171
1,0.75,0.5,0.714591772
1,0.75,0.55,0.730040742
1,0.75,0.6,0.746663487
1,0.75,0.65,0.764839945
1,0.75,0.7,0.783449558
1,0.75,0.75,0.803410405
1,0.75,0.8,0.824128364
1,0.75,0.85,0.845349315
1,0.75,0.9,0.86620313
1,0.75,0.95,0.886811055
1,0.75,1,0.907185273
1,0.75,1.05,0.925859836
1,0.75,1.1,0.943363025
1,0.75,1.15,0.95862552
1,0.75,1.2,0.971448833
1,0.75,1.25,0.981422831
1,0.75,1.3,0.988204609
1,0.75,1.35,0.991483246
1,0.75,1.4,0.991242348
1,0.75,1.45,0.987470436
1,0.75,1.5,0.980277419
1,0.76,0.5,0.711707147
1,0.76,1,0.898377438
1,0.76,1.5,0.981017536
1,0.76,2,0.811583531
1,0.76,2.5,0.663762198
1,0.78,0.5,0.706352454
1,0.78,1,0.880136659
1,0.78,1.5,0.978417404
1,0.78,2,0.835005235
1,0.78,2.5,0.678167648
1,0.8,0.5,0.700171304
1,0.8,0.55,0.712912639
1,0.8,0.6,0.726343802
1,0.8,0.65,0.741039329
1,0.8,0.7,0.756374338
1,0.8,0.75,0.772471679
1,0.8,0.8,0.789647093
1,0.8,0.85,0.807217871
1,0.8,0.9,0.825054671
1,0.8,0.95,0.843239835
1,0.8,1,0.86077333
1,0.8,1.05,0.878384175
1,0.8,1.1,0.895356401
1,0.8,1.15,0.911075489
1,0.8,1.2,0.925736606
1,0.8,1.25,0.938807452
1,0.8,1.3,0.949826777
1,0.8,1.35,0.958433044
1,0.8,1.4,0.964808373
1,0.8,1.45,0.96867326
1,0.8,1.5,0.969449349
1,0.8,2,0.855255445
1,0.8,2.5,0.696291142
1,0.8,3,0.640720333
1,0.8,3.5,0.704389693
1,0.8,4,0.867546323
1,0.8,4.5,0.969276004
1,0.8,5,0.848425331
1,0.8,5.5,0.692420524
1,0.8,6,0.640483507
1,0.85,0.5,0.68573233
1,0.85,0.55,0.694764195
1,0.85,0.6,0.704887803
1,0.85,0.65,0.71618687
1,0.85,0.7,0.727622357
1,0.85,0.75,0.739835732
1,0.85,0.8,0.752620571
1,0.85,0.85,0.765859171
1,0.85,0.9,0.779597058
1,0.85,0.95,0.793700155
1,0.85,1,0.807836089
1,0.85,1.05,0.821891056
1,0.85,1.1,0.836157917
1,0.85,1.15,0.850142111
1,0.85,1.2,0.863280901
1,0.85,1.25,0.875792791
1,0.85,1.3,0.887446382
1,0.85,1.35,0.897974059
1,0.85,1.4,0.907051783
1,0.85,1.45,0.91502748
1,0.85,1.5,0.921396164
1,0.9,0.4,0.659633036
1,0.9,0.5,0.66985662
1,0.9,0.6,0.683104872
1,0.9,0.8,0.714738717
1,0.9,0.9,0.732123981
1,0.9,1,0.751374451
1,0.9,1.1,0.770791598
1,0.9,1.2,0.790141971
1,0.9,1.3,0.809100588
1,0.9,1.4,0.826250074
1,0.9,1.5,0.841222065
1,0.9,1.6,0.852728564
1,0.9,1.8,0.864965451
1,0.9,2,0.858999367
1,0.9,2.2,0.837468944
1,0.9,2.4,0.804306343
1,0.9,2.5,0.785144472
1,0.9,2.6,0.76569474
1,0.9,2.8,0.727636826
1,0.9,3,0.694106159
1,0.9,3.5,0.643773353
1,0.9,4,0.653225341
1,0.9,4.5,0.719051917
1,0.9,5,0.813436654
1,0.9,5.5,0.865023301
1,0.9,6,0.817837469
1.1,0.1,0.5,0.688373843
1.1,0.1,0.8,0.69871872
1.1,0.1,0.9,0.690824973
1.1,0.1,1,0.677482998
1.1,0.1,1.1,0.663551302
1.1,0.1,1.2,0.652629036
1.1,0.1,1.3,0.644920038
1.1,0.1,1.4,0.643459779
1.1,0.1,1.5,0.646885137
1.1,0.1,1.6,0.657038862
1.1,0.1,2,0.701483029
1.1,0.1,2.5,0.656710941
1.1,0.2,0.5,0.727431131
